index,x,y,z
0,-1.6565221249903413e-07,-6.745691356673342e-08,-0.1960980299947924
1,-1.6154362531750535e-07,-6.795921978756928e-08,-0.19609802854607242
2,-1.5740340561816608e-07,-6.814027857809659e-08,-0.19609802785057462
3,-1.532731885829721e-07,-6.809520073396237e-08,-0.196098027165719
4,-1.4918206695941942e-07,-6.789238858422699e-08,-0.19609802575891605
5,-1.451502579044121e-07,-6.758092399243722e-08,-0.19609802510595153
6,-1.4119122845449394e-07,-6.71961261967848e-08,-0.19609802446316527
7,-1.3731421597722246e-07,-6.676343000219535e-08,-0.19609802383732755
8,-1.3352470223541172e-07,-6.630116391273142e-08,-0.1960980232259069
9,-1.2982606895038825e-07,-6.58219277892633e-08,-0.19609802408892676
10,-1.2622007480186826e-07,-6.533498035516141e-08,-0.1960980235035567
11,-1.2270706682311738e-07,-6.484680218045794e-08,-0.1960980229316791
12,-1.1928636765691935e-07,-6.436208619015216e-08,-0.196098023834144
13,-1.1595725461068781e-07,-6.388398935990555e-08,-0.1960980232870062
14,-1.1271809220343151e-07,-6.341474299721908e-08,-0.19609802275295826
15,-1.0956728532028971e-07,-6.295564158226018e-08,-0.19609802369277662
16,-1.0650315132136064e-07,-6.250755241814074e-08,-0.19609802318147518
17,-1.0352345598700237e-07,-6.207089778806055e-08,-0.19609802268311852
18,-1.0062625919841191e-07,-6.164612849317414e-08,-0.19609802219273798
19,-9.78092257965865e-08,-6.123345724613799e-08,-0.19609802171513824
20,-9.507044150212338e-08,-6.083276220772384e-08,-0.19609802052482517
21,-9.240784893130299e-08,-6.044383524449118e-08,-0.19609802006703736
22,-8.981941920041833e-08,-6.006651200241401e-08,-0.19609801962113949
23,-8.730321103156318e-08,-5.970041669132637e-08,-0.1960980184621483
24,-8.485701868218773e-08,-5.9345487873573215e-08,-0.19609801803488897
25,-8.247893396484816e-08,-5.900143810848922e-08,-0.19609801761859813
26,-8.016737215516538e-08,-5.8667948255722995e-08,-0.19609801648874856
27,-7.792018610480533e-08,-5.8344746775935764e-08,-0.19609801609036234
28,-7.573582674096562e-08,-5.803148782278493e-08,-0.19609801570169166
29,-7.361249194733236e-08,-5.7727795915345635e-08,-0.19609801532461216
30,-7.15483834871722e-08,-5.743353419473752e-08,-0.1960980149531846
31,-6.954190578642492e-08,-5.714837687574226e-08,-0.19609801459064394
32,-6.759134317527127e-08,-5.687193911977076e-08,-0.19609801423967488
33,-6.569531493947907e-08,-5.6604048935585296e-08,-0.1960980138937516
34,-6.385214398977635e-08,-5.6344470408491256e-08,-0.19609801355585232
35,-6.206054611493501e-08,-5.609300852651253e-08,-0.1960980124896144
36,-6.0318845402111e-08,-5.584934328908771e-08,-0.196098012167687
37,-5.86257397075183e-08,-5.561319322666069e-08,-0.19609801185287265
38,-5.6979890285276345e-08,-5.5384443003931186e-08,-0.19609801080886732
39,-5.5380151129008473e-08,-5.516260286681217e-08,-0.19609801050925194
40,-5.382492879313564e-08,-5.49476682987266e-08,-0.19609801021562145
41,-5.231338486699476e-08,-5.473953457330496e-08,-0.19609800919219328
42,-5.084377875579852e-08,-5.4537865362228295e-08,-0.19609800891346307
